"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"2649","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18431/2025-2026/260611","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","11-Mar-2026","ANSHUMAN BHATTACHARJEE","Payment Success","381622"
"2650","Assam","Construction of additional rooms and halls in the existing public and community building","WS/MP071/2025-2026/182301","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","18-Jul-2026","SINGH ENTERPRISE","Payment Success","50148"
"2651","Karnataka","Construction of community centers and community halls","WS/MP18364/2025-2026/229946","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","10-Mar-2026","VIJAYMAHANTESH BENAKATTI","Payment Success","375000"
"2652","Haryana","Construction of buildings for crèches and anganwadies","WS/MP18425/2025-2026/215059","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","09-Mar-2026","The Madhav Cooperaive Labour and Construction Society","Payment Success","256997"
"2653","Uttarakhand","Development of public parks","WS/MP204/2025-2026/204158","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","13-Mar-2026","SANDEEP CHAUHAN","Payment Success","397650"
"2654","Punjab","Purchase of training equipment","WS/MP844/2025-2026/244229","MOGA(Deputy Commissioner Moga)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","13-Mar-2026","Divya Traders","Payment Success","66000"
"2655","Himachal Pradesh","Installing hand pumps","WS/MP078/2025-2026/157671","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","10-Mar-2026","MS RAJESH ENGINEERING SERVICES SUJANPUR","Payment Success","89050"
"2656","Punjab","Construction of buildings for sports facilities","WS/MP141/2025-2026/213565","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","22-Jun-2026","CORAL ENGINEERS AND INNOVATIONS","Payment Success","116271"
"2657","Punjab","Construction of buildings for sports facilities","WS/MP141/2025-2026/213565","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","10-Jul-2026","CORAL ENGINEERS AND INNOVATIONS","Payment Success","994252"
"2658","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2025-2026/213559","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","07-May-2026","CORAL ENGINEERS AND INNOVATIONS","Payment Success","320915"
"2659","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2025-2026/213559","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","16-Jun-2026","CORAL ENGINEERS AND INNOVATIONS","Payment Success","242656"
"2660","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18333/2025-2026/254906","Udham Singh Nagar(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","10-Mar-2026","RAISUDDIN CONTRACTOR","Payment Success","499265"
"2661","Himachal Pradesh","Installing hand pumps","WS/MP078/2024-2025/142549","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","13-Mar-2026","SUMIT KUMAR","Payment Success","89750"
"2662","Punjab","Development of public parks","WS/MP235/2025-2026/268746","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Bansal Bricks Kilan Gram Udyog Samiti","Payment Success","49600"
"2663","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268749","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Bansal Bricks Kilan Gram Udyog Samiti","Payment Success","24800"
"2664","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268750","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Bansal Bricks Kilan Gram Udyog Samiti","Payment Success","24180"
"2665","Punjab","Construction of buildings for sports facilities","WS/MP235/2025-2026/268747","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Bansal Bricks Kilan Gram Udyog Samiti","Payment Success","31000"
"2666","Punjab","Construction of buildings for sports facilities","WS/MP235/2025-2026/268747","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Bansal Bricks Kilan Gram Udyog Samiti","Payment Success","31000"
"2667","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2025-2026/268748","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Bansal Bricks Kilan Gram Udyog Samiti","Payment Success","18600"
"2668","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2025-2026/268748","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","17175"
"2669","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268750","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2670","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268750","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2671","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268750","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2672","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268750","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2673","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268750","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2674","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268750","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","42365"
"2675","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268749","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2676","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268749","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2677","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268749","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2678","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268749","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2679","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268749","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2680","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268749","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2681","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/273482","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","11-May-2026","Gurmej Cint and Cement Tile Factory","Payment Success","387020"
"2682","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP235/2026-2027/290373","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Jul-2026","Gurmej Cint and Cement Tile Factory","Payment Success","499200"
"2683","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2026-2027/288253","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Jul-2026","Gurmej Cint and Cement Tile Factory","Payment Success","314875"
"2684","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2026-2027/288253","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Jul-2026","Gurmej Cint and Cement Tile Factory","Payment Success","285125"
"2685","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268744","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2686","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268744","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2687","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268744","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2688","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268744","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","35100"
"2689","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268744","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","31500"
"2690","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268744","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","45800"
"2691","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268744","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","40075"
"2692","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268744","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","40075"
"2693","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268744","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Gurmej Cint and Cement Tile Factory","Payment Success","33205"
"2694","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268739","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Imperial Interlok Tiles","Payment Success","45800"
"2695","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268739","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Imperial Interlok Tiles","Payment Success","45800"
"2696","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268739","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Imperial Interlok Tiles","Payment Success","45800"
"2697","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268739","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Mar-2026","Imperial Interlok Tiles","Payment Success","45800"
"2698","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268737","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","20-Mar-2026","Imperial Interlok Tiles","Payment Success","45800"
"2699","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268737","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","20-Mar-2026","Imperial Interlok Tiles","Payment Success","45800"
"2700","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268737","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","20-Mar-2026","Imperial Interlok Tiles","Payment Success","45800"
"2701","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268737","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","20-Mar-2026","Imperial Interlok Tiles","Payment Success","45800"
"2702","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2025-2026/268737","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","20-Mar-2026","Imperial Interlok Tiles","Payment Success","9160"
"2703","Telangana","Construction of community centers and community halls","WS/MP171/2025-2026/208855","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","18-Mar-2026","Baliram Pavar","Payment Success","438004"
"2704","Gujarat","Construction of public libraries and reading rooms","WS/MP18403/2025-2026/202027","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","06-Apr-2026","MOTI GIDASAN GRAMPANCHAYAT","Payment Success","500000"
"2705","Gujarat","Construction of community centers and community halls","WS/MP18403/2025-2026/202028","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","06-Apr-2026","MOTI GIDASAN GRAMPANCHAYAT","Payment Success","500000"
"2706","Uttarakhand","Construction of buildings for community cultural activities","WS/MP18333/2025-2026/156542","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","11-Mar-2026","BIJALWAN ENTERPRISES","Payment Success","546628"
"2707","Uttarakhand","Construction of buildings for community cultural activities","WS/MP18333/2025-2026/156542","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","10-Jul-2026","BIJALWAN ENTERPRISES","Payment Success","249589"
"2708","Madhya Pradesh","Construction of rooms and halls in school and colleges","WS/MP103/2025-2026/180659","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","10-Mar-2026","DHANANJAY PAINT AND HARWARE","Payment Success","24771"
"2709","Madhya Pradesh","Construction of rooms and halls in school and colleges","WS/MP103/2025-2026/180659","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","10-Mar-2026","PATIDAR HARDWIRE AND ELECTRICALS","Payment Success","21075"
"2710","Madhya Pradesh","Construction of rooms and halls in school and colleges","WS/MP103/2025-2026/180659","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","10-Mar-2026","PATIDAR HARDWIRE AND ELECTRICALS","Payment Success","18906"
"2711","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/232196","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","12-Mar-2026","RINKU DEVI","Payment Success","1465126"
"2712","Bihar","Construction of buildings for community cultural activities","WS/MP18407/2025-2026/230582","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","28-Jul-2026","RINKU DEVI","Payment Success","1475887"
"2713","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/232197","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","06-Apr-2026","RINKU DEVI","Payment Success","1480689"
"2714","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/230581","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","22-Jun-2026","RINKU DEVI","Payment Success","1480148"
"2715","Maharashtra","Construction of footpaths and pedestrian ways","WS/MP113/2026-2027/145286","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","07-Aug-2026","Bhushan Balaso Patil","Payment Success","963304"
"2716","Maharashtra","Construction of community centers and community halls","WS/MP113/2026-2027/147452","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","07-Aug-2026","Bhushan Balaso Patil","Payment Success","802566"
"2717","Maharashtra","Construction of boundary walls of existing public and community buildings","WS/MP113/2026-2027/147449","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","07-Aug-2026","Bhushan Balaso Patil","Payment Success","1000000"
"2718","Maharashtra","Construction of boundary walls of existing public and community buildings","WS/MP113/2026-2027/147450","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","07-Aug-2026","Bhushan Balaso Patil","Payment Success","961178"
"2719","Maharashtra","Construction of boundary walls of existing public and community buildings","WS/MP113/2026-2027/147451","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","07-Aug-2026","Bhushan Balaso Patil","Payment Success","996845"
"2720","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18284/2025-2026/259265","GWALIOR(DISTRICT COLLECTOR GWALIOR_IDA)","Shri Ashok Singh (2024-30) (2024-2030)","Elected MP","24-Mar-2026","GRAM PANCHYAT CHAPARA","Payment Success","250000"
"2721","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18284/2025-2026/259265","GWALIOR(DISTRICT COLLECTOR GWALIOR_IDA)","Shri Ashok Singh (2024-30) (2024-2030)","Elected MP","12-Aug-2026","GRAM PANCHYAT CHAPARA","Payment Success","247128"
"2722","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP131/2025-2026/193292","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","29-Jul-2026","DIPAK KUMAR MALLIKA","Payment Success","300000"
"2723","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP131/2025-2026/193289","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","23-Mar-2026","DIPAK KUMAR MALLIKA","Payment Success","300000"
"2724","Odisha","Setting up of laboratories","WS/MP134/2025-2026/239327","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Shri Ashwini Vaishnaw (2024-30) (2024-2030)","Elected MP","07-Apr-2026","CORPORATE BUSINESS MACHINES","Payment Success","460000"
"2725","Andhra Pradesh","Construction of community centers and community halls","WS/MP18427/2025-2026/245256","Palnadu(District Collector Palnadu_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","14-Apr-2026","SRINIVASA RAO MOTHUKURI","Payment Success","2495890"
"2726","Punjab","Purchase of training equipment","WS/MP844/2025-2026/244229","MOGA(Deputy Commissioner Moga)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","22-Apr-2026","Arora Plastic House","Payment Success","3930"
"2727","Punjab","Purchase of training equipment","WS/MP844/2025-2026/244229","MOGA(Deputy Commissioner Moga)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","22-Apr-2026","Raj Organo Products","Payment Success","19070"
"2728","Punjab","Purchase of training equipment","WS/MP844/2025-2026/244229","MOGA(Deputy Commissioner Moga)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","22-Apr-2026","Arora Brothers","Payment Success","1950"
"2729","Punjab","Purchase of training equipment","WS/MP844/2025-2026/244229","MOGA(Deputy Commissioner Moga)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","22-Apr-2026","Arson Enterprises","Payment Success","590"
"2730","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18403/2025-2026/161453","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","13-Mar-2026","JAY CORPORATION","Payment Success","249811"
"2731","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18403/2025-2026/161451","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","12-Mar-2026","JAY CORPORATION","Payment Success","234877"
"2732","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18403/2025-2026/161452","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","16-Mar-2026","JAY CORPORATION","Payment Success","245000"
"2733","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP181/2025-2026/239188","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","Dr. Laxmikant Bajpayee (2022-28) (2022-2028)","Elected MP","06-May-2026","ARCHANA CONSTRUCTION","Payment Success","2395852"
"2734","Punjab","Installing tube-wells and borewells","WS/MP140/2025-2026/250872","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","17-Mar-2026","GOSOLAR BIKRAMJIT SINGH","Payment Success","245000"
"2735","Punjab","Purchase of training equipment","WS/MP844/2025-2026/244229","MOGA(Deputy Commissioner Moga)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","05-Mar-2026","New Elite Furniture Palace","Payment Success","76700"
"2736","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","13-Mar-2026","Sumit Trading Company","Payment Success","35100"
"2737","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","17-Mar-2026","Sumit Trading Company","Payment Success","175500"
"2738","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","21-May-2026","Sumit Trading Company","Payment Success","70200"
"2739","Punjab","Construction of toilet blocks","WS/MP235/2025-2026/267404","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","19-Mar-2026","Sumit Trading Company","Payment Success","70200"
