"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"499","Punjab","Construction of community centers and community halls","WS/MP235/2026-2027/299131","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Aug-2026","Kalra Tile Store","Payment Success","87320"
"500","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP842/2025-2026/178991","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","14-Aug-2026","SURESH","Payment Success","445567"
"501","Kerala","Construction of buildings for crèches and anganwadies","WS/MP842/2024-2025/142770","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","14-Aug-2026","Prakash Kumar R","Payment Success","1921606"
"502","Tamil Nadu","Installation of multi-gym equipment","WS/MP165/2026-2027/160091","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","09-Aug-2026","RAJENDRAN R","Payment Success","1259515"
"503","Gujarat","Construction of culverts and bridges","WS/MP18288/2025-2026/255663","Mahisagar(COLLECTOR MAHISAGAR_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","11-Aug-2026","SARAPANCH SHREE GROUP GRAM PANCHAYAT NAVAGAM","Payment Success","250000"
"504","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP842/2026-2027/165447","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","13-Aug-2026","ABHINITH K M","Payment Success","324024"
"505","Assam","Construction of additional rooms and halls in the existing public and community building","WS/MP073/2026-2027/271553","DARRANG(DEPUTY COMMISSIONER DARRANG_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","11-Aug-2026","G  N  ENTERPRISE","Payment Success","300000"
"506","Gujarat","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP891/2025-2026/250866","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","13-Aug-2026","VARDUSAR GRAM PANCHAYAT","Payment Success","300000"
"507","Gujarat","Construction of boundary walls of existing public and community buildings","WS/MP891/2025-2026/250864","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","13-Aug-2026","LAKADDHAR GRAM PANCHAYAT","Payment Success","500000"
"508","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18381/2026-2027/260893","KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","11-Aug-2026","Banoth Ramdas","Payment Success","495618"
