"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"2799","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP640/2026-2027/163384","DINDORI(District Collector Dindori_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","19-Aug-2026","MANISH CONSTRUCTION AND VENDORS","Payment Success","300000"
"2800","Odisha","Construction of boundary walls of existing public and community buildings","WS/MP18144/2026-2027/269154","KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA)","MALVIKA DEVI (2024-2029)","Elected MP","19-Aug-2026","Hareram Panda","Payment Success","500000"
"2801","Andhra Pradesh","Providing supply pipelines for drinking water","WS/MP526/2024-2025/147535","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy (2024-2029)","Elected MP","19-Aug-2026","MALLIBOYANA BALAKRISHNA","Payment Success","109235"
"2802","Andhra Pradesh","Installing tube-wells and borewells","WS/MP526/2026-2027/269796","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy (2024-2029)","Elected MP","19-Aug-2026","MALLIBOYANA BALAKRISHNA","Payment Success","449836"
"2803","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP568/2026-2027/291810","DURG(DISTRICT COLLECTOR DURG_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","SARPANCH GRAM PANCHAYAT JAMGAON M","Payment Success","260000"
"2804","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP568/2026-2027/291808","DURG(DISTRICT COLLECTOR DURG_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","SARPANCH GRAM PANCHAYAT TELIGUNDRA","Payment Success","350000"
"2805","Maharashtra","Construction of common work sheds/ common covered sitting area","WS/MP18369/2026-2027/165950","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Sanjay Uttamrao Deshmukh (2024-2029)","Elected MP","17-Aug-2026","AAVESH RAUF SHEIKH","Payment Success","198998"
"2806","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP568/2026-2027/295316","BEMETARA(Collector Bemetara_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","GRAM PANCHAYT SARDA","Payment Success","375000"
"2807","Haryana","Construction of public toilets and bathrooms","WS/MP329/2026-2027/279156","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","14-Aug-2026","The Titani Co op l and C Society LTD","Payment Success","202988"
"2808","Haryana","Construction of public toilets and bathrooms","WS/MP329/2026-2027/279156","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh (2024-2029)","Elected MP","14-Aug-2026","Dada Udal Dev Industries","Payment Success","96941"
"2809","Madhya Pradesh","Development of public parks","WS/MP643/2025-2026/259819","BURHANPUR(District Collector Burhanpur_IDA)","Gyaneshwar Patil (2024-2029)","Elected MP","17-Aug-2026","gram panchayat bhawsa","Payment Success","500000"
"2810","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18086/2026-2027/194015","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL (2024-2029)","Elected MP","17-Aug-2026","C S RAMESH","Payment Success","225000"
"2811","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18158/2026-2027/279021","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","18-Aug-2026","SD TILE AND ANDUSTRIES","Payment Success","45840"
"2812","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18158/2026-2027/279021","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","18-Aug-2026","SD TILE AND ANDUSTRIES","Payment Success","45840"
"2813","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18158/2026-2027/279021","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","18-Aug-2026","SD TILE AND ANDUSTRIES","Payment Success","45840"
"2814","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18158/2026-2027/279021","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","18-Aug-2026","SD TILE AND ANDUSTRIES","Payment Success","45840"
"2815","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18158/2026-2027/279021","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","18-Aug-2026","RAM KUMAR THERI SARPANCH","Payment Success","74540"
"2816","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2026-2027/273248","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh (2024-2029)","Elected MP","19-Aug-2026","Dasmesh tiles and buliding material","Payment Success","27200"
"2817","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2026-2027/273248","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh (2024-2029)","Elected MP","19-Aug-2026","Dasmesh tiles and buliding material","Payment Success","66000"
"2818","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2026-2027/273248","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh (2024-2029)","Elected MP","19-Aug-2026","jaswinder singh","Payment Success","35638"
"2819","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/232779","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","18-Aug-2026","GS TILES","Payment Success","93200"
"2820","Madhya Pradesh","Construction of community centers and community halls","WS/	 MP443/2026-2027/292931","RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA)","Rodmal Nagar  (2024-2029)","Elected MP","18-Aug-2026","GP JAMONIYA JP BIAORA","Payment Success","150000"
"2821","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP756/2026-2027/242938","PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA)","Thirumaa Valavan Thol (2024-2029)","Elected MP","18-Aug-2026","SUNDARASU","Payment Success","382845"
"2822","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP568/2026-2027/298663","BEMETARA(Collector Bemetara_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","GRAM PANCHAYT KHARRA","Payment Success","400000"
"2823","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP568/2026-2027/298666","BEMETARA(Collector Bemetara_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","GRAM PANCHAYAT KHAMTRAI","Payment Success","400000"
"2824","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP568/2026-2027/298665","BEMETARA(Collector Bemetara_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","GRAM PANCHAYT GODGIRI","Payment Success","400000"
"2825","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP568/2026-2027/298664","BEMETARA(Collector Bemetara_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","GRAM PANCHAYT DEVRI","Payment Success","400000"
"2826","Telangana","Construction of toilet blocks","WS/MP18338/2026-2027/258078","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","CHAMALA KIRAN KUMAR REDDY (2024-2029)","Elected MP","17-Aug-2026","V Indrasena","Payment Success","498542"
"2827","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","aakash","Payment Success","10500"
"2828","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","pohap singh","Payment Success","10500"
"2829","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","20-Aug-2026","pohap singh","Payment Success","4067"
"2830","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","mahavir singh","Payment Success","3990"
"2831","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","guddi devi","Payment Success","3990"
"2832","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","lokendra singh","Payment Success","3990"
"2833","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","asha","Payment Success","1140"
"2834","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","rimjhim","Payment Success","3990"
"2835","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","savitri devi","Payment Success","3990"
"2836","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","mahesh chand","Payment Success","10500"
"2837","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","khaimraj","Payment Success","3990"
"2838","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","seenu","Payment Success","3990"
"2839","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2026-2027/268581","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV (2024-2029)","Elected MP","16-Aug-2026","pramod","Payment Success","3990"
"2840","Odisha","Construction of rooms and halls in school and colleges","WS/MP18310/2026-2027/243221","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","AVIMANYU SETHI (2024-2029)","Elected MP","16-Aug-2026","JYOTIMAYI PATTANAYAK","Payment Success","500000"
"2841","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18103/2026-2027/285484","GWALIOR(DISTRICT COLLECTOR GWALIOR_IDA)","BHARAT SINGH KUSHWAH (2024-2029)","Elected MP","14-Aug-2026","GP DUBAHA","Payment Success","250000"
"2842","Rajasthan","Providing CCTV camera system for security of public areas","WS/MP18166/2025-2026/256671","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","17-Aug-2026","INDUS INITIATIVE COUNCIL","Payment Success","195706"
"2843","Tamil Nadu","Patrolling Vehicles to government institution for Public Conveniences, Safety and Security","WS/MP393/2026-2027/206525","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri Karti P Chidambaram  (2024-2029)","Elected MP","14-Aug-2026","LAKSHMI INDUSTRIES","Payment Success","928530"
"2844","Odisha","Street lights","WS/MP18350/2026-2027/274666","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","SUKANTA KUMAR PANIGRAHI (2024-2029)","Elected MP","14-Aug-2026","Puspanjali Murmu","Payment Success","346500"
"2845","Uttarakhand","Construction of footpaths and pedestrian ways","WS/MP477/2026-2027/269915","BAGESHWAR(DISTRICT MAGISTRATE BAGESHWAR_IDA)","Ajay Tamta (2024-2029)","Elected MP","17-Aug-2026","radha bora","Payment Success","7812"
"2846","Gujarat","Installing tube-wells and borewells","WS/MP18276/2025-2026/224997","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","JASHUBHAI BHILUBHAI RATHVA (2024-2029)","Elected MP","18-Aug-2026","KUMAS GRAM PANCHAYAT","Payment Success","125265"
"2847","Tamil Nadu","Construction of road under bridge","WS/MP18185/2026-2027/246646","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","ROBERT BRUCE C (2024-2029)","Elected MP","14-Aug-2026","RICHARD HARDSON K","Payment Success","1499336"
"2848","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","J S TRADING","Payment Success","24389"
"2849","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","BALISTER PATEL","Payment Success","15600"
"2850","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","BALISTER PATEL","Payment Success","12000"
"2851","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","BALISTER PATEL","Payment Success","20000"
"2852","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","BALISTER PATEL","Payment Success","12400"
"2853","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","J S TRADERS","Payment Success","80378"
"2854","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","JBM CONSTRUCTIONS AND SUPPLIERS","Payment Success","7600"
"2855","Odisha","Street lights","WS/MP18350/2026-2027/274668","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","SUKANTA KUMAR PANIGRAHI (2024-2029)","Elected MP","18-Aug-2026","Puspanjali Murmu","Payment Success","346500"
"2856","West Bengal","Street lights","WS/MP18244/2025-2026/210028","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"2857","West Bengal","Street lights","WS/MP18244/2025-2026/210029","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"2858","West Bengal","Street lights","WS/MP18244/2025-2026/210030","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"2859","West Bengal","Street lights","WS/MP18244/2025-2026/210024","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"2860","West Bengal","Street lights","WS/MP18244/2025-2026/210026","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"2861","West Bengal","Street lights","WS/MP18244/2025-2026/210027","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"2862","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP866/2025-2026/266782","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Kalanidhi Veeraswamy (2024-2029)","Elected MP","17-Aug-2026","KSK ENGINEERS","Payment Success","1137736"
"2863","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP866/2025-2026/266784","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Kalanidhi Veeraswamy (2024-2029)","Elected MP","17-Aug-2026","KSK ENGINEERS","Payment Success","1179490"
"2864","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/238269","MORBI(District collector Morbi_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA (2024-2029)","Elected MP","18-Aug-2026","KEDARIYA GRAM PANCHAYAT","Payment Success","499087"
"2865","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18104/2026-2027/285482","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY (2024-2029)","Elected MP","14-Aug-2026","GRAM PANCHAYAT MISROD SARPANCH GRAM","Payment Success","150000"
"2866","Karnataka","Construction of community centers and community halls","WS/MP618/2026-2027/228206","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","13-Aug-2026","BEERAPPA S YANNI","Payment Success","375000"
"2867","Madhya Pradesh","Construction of culverts and bridges","WS/MP640/2026-2027/274765","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","14-Aug-2026","GRAM PANCHAYAT NARENDRAGARH","Payment Success","300000"
"2868","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP490/2025-2026/241035","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","Shri Narendra Modi (2024-2029)","Elected MP","14-Aug-2026","SHARADA ENTERPRISES","Payment Success","410876"
"2869","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18054/2025-2026/236406","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","HARIBHAI PATEL (2024-2029)","Elected MP","13-Aug-2026","LANGHNAJ GRAM PANCHAYAT","Payment Success","500000"
"2870","Tamil Nadu","Construction of public toilets and bathrooms","WS/MP18269/2026-2027/246439","SALEM(DISTRICT COLLECTOR SALEM_IDA)","SELVAGANAPATHI T M (2024-2029)","Elected MP","13-Aug-2026","K S Construction","Payment Success","1967994"
"2871","Chhattisgarh","Development of playfields and sports grounds","WS/MP18050/2026-2027/285089","Uttar Bastar Kanker(DISTRICT COLLECTOR KANKER_IDA)","BHOJRAJ NAG (2024-2029)","Elected MP","13-Aug-2026","MEDO JAL AND SWACHATA SAMITI","Payment Success","948000"
"2872","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/177239","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","SEEMA NAULA","Payment Success","12444"
"2873","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/177240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","SEEMA NAULA","Payment Success","10980"
"2874","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18175/2025-2026/221065","DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA)","MANI. A. (2024-2029)","Elected MP","12-Aug-2026","SVB Builders","Payment Success","749456"
"2875","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP508/2025-2026/202700","Tirupathur(District Collector Tirupathur_IDA)","CN Annadurai (2024-2029)","Elected MP","14-Aug-2026","P RAVEENDRAKUMAR","Payment Success","445468"
"2876","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18104/2026-2027/285516","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY (2024-2029)","Elected MP","19-Aug-2026","Sarpanch Gram Panchayat Bharlai","Payment Success","350000"
"2877","Bihar","Providing sports equipment, except consumable items","WS/MP18030/2026-2027/254951","BHOJPUR(DISTRICT PLANNING OFFICER BHOJPUR ARRAH_IDA)","SUDAMA PRASAD (2024-2029)","Elected MP","17-Aug-2026","Sudhawati Devi","Payment Success","168150"
"2878","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18276/2025-2026/256968","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA (2024-2029)","Elected MP","18-Aug-2026","SAMASPURA GRAM PANCHAYAT","Payment Success","350000"
"2879","Madhya Pradesh","Construction of culverts and bridges","WS/MP640/2026-2027/271122","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","12-Aug-2026","GRAM PANCHAYAT SINGARPUR","Payment Success","300000"
"2880","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18133/2025-2026/148477","SATARA(DISTRICT COLLECTOR SATARA_IDA)","SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE (2024-2029)","Elected MP","16-Aug-2026","Swapnil Santosh Jadhav","Payment Success","693280"
"2881","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18429/2026-2027/248642","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Ravindra Vasantrao Chavan (2024-2029)","Elected MP","13-Aug-2026","shubham ullewad","Payment Success","992531"
"2882","Andhra Pradesh","Construction of buildings for crèches and anganwadies","WS/MP18017/2025-2026/230972","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","12-Aug-2026","DUMPALA SIVA KUMAR RAO","Payment Success","720412"
"2883","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP18017/2025-2026/251077","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","15-Aug-2026","J K D V PRASADA RAJU","Payment Success","1093979"
"2884","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP18017/2025-2026/262089","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","15-Aug-2026","J K D V PRASADA RAJU","Payment Success","515965"
"2885","Andhra Pradesh","Construction of buildings for crèches and anganwadies","WS/MP18017/2025-2026/262102","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","15-Aug-2026","J K D V PRASADA RAJU","Payment Success","527796"
"2886","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18251/2026-2027/241723","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","SAYANI GHOSH (2024-2029)","Elected MP","12-Aug-2026","OHAB SK","Payment Success","349363"
"2887","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/262610","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","mitra traders","Payment Success","239233"
"2888","Jammu And Kashmir","Construction of public toilets and bathrooms","WS/MP600/2026-2027/274185","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh (2024-2029)","Elected MP","14-Aug-2026","CHANDAN SINGH","Payment Success","190000"
"2889","Jammu And Kashmir","Construction of water tanks","WS/MP600/2026-2027/274184","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh (2024-2029)","Elected MP","14-Aug-2026","CHANDAN SINGH","Payment Success","191000"
"2890","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP490/2025-2026/241389","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","Shri Narendra Modi (2024-2029)","Elected MP","12-Aug-2026","ms varuna construction","Payment Success","530980"
"2891","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226780","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","12-Aug-2026","KUNDANAM INDUSTRIES","Payment Success","43750"
"2892","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226780","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","12-Aug-2026","KUNDANAM INDUSTRIES","Payment Success","43750"
"2893","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226780","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","12-Aug-2026","KUNDANAM INDUSTRIES","Payment Success","43750"
"2894","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226780","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","12-Aug-2026","KUNDANAM INDUSTRIES","Payment Success","43750"
"2895","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226780","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","12-Aug-2026","KUNDANAM INDUSTRIES","Payment Success","43750"
"2896","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226780","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","12-Aug-2026","KUNDANAM INDUSTRIES","Payment Success","48225"
