"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"2897","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18276/2025-2026/185057","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA (2024-2029)","Elected MP","12-Aug-2026","chokari Grampanchayat","Payment Success","450000"
"2898","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP18180/2026-2027/231215","TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA)","ARUN NEHRU (2024-2029)","Elected MP","12-Aug-2026","Balakumar R","Payment Success","1860394"
"2899","Haryana","Lighting of public spaces","WS/MP18063/2025-2026/175040","PANIPAT(DC CUM NODAL OFFICER MPLADS)","MANOHAR LAL (2024-2029)","Elected MP","11-Aug-2026","Royal traders","Payment Success","4725463"
"2900","Karnataka","Construction of rooms and halls in school and colleges","WS/MP18081/2025-2026/164550","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","DR.K.SUDHAKAR (2024-2029)","Elected MP","12-Aug-2026","SRINATH GOWDA M S","Payment Success","249559"
"2901","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/151491","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA (2024-2029)","Elected MP","12-Aug-2026","GRAM PANCHAYAT JUNA VAGHANIYA","Payment Success","298670"
"2902","Telangana","Construction of community centers and community halls","WS/MP770/2026-2027/190313","KARIMNAGAR(DISTRICT COLLECTOR KARIMNAGAR_IDA)","Sanjay Kumar Bandi (2024-2029)","Elected MP","14-Aug-2026","Ponnam Sreenivas","Payment Success","299418"
"2903","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP819/2026-2027/267383","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Smt Hema Malini (2024-2029)","Elected MP","17-Aug-2026","ASHOK INFRAVENTURE","Payment Success","578200"
"2904","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP819/2026-2027/267382","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Smt Hema Malini (2024-2029)","Elected MP","17-Aug-2026","ASHOK INFRAVENTURE","Payment Success","814200"
"2905","Uttarakhand","Purchase of furniture and fixtures for educational purposes","WS/MP021/2026-2027/254806","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","gupta radios","Payment Success","75000"
"2906","Odisha","Construction of community centers and community halls","WS/MP18310/2025-2026/200859","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","AVIMANYU SETHI (2024-2029)","Elected MP","12-Aug-2026","BRAJAKISHORE SAHOO","Payment Success","162782"
"2907","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/188571","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","13-Aug-2026","BASAVARAJ GANAGAPPA AMBIGER","Payment Success","375000"
"2908","Karnataka","Construction of community centers and community halls","WS/MP618/2026-2027/213796","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","13-Aug-2026","VIJAY S HODLUR","Payment Success","375000"
"2909","Tamil Nadu","Purchase of furniture and fixtures for educational purposes","WS/MP18267/2026-2027/303817","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","GOPINATH K (2024-2029)","Elected MP","17-Aug-2026","R K AGENCIES","Payment Success","594000"
"2910","Tamil Nadu","Purchase of furniture and fixtures for educational purposes","WS/MP18267/2026-2027/303818","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","GOPINATH K (2024-2029)","Elected MP","17-Aug-2026","R K AGENCIES","Payment Success","594000"
"2911","Tamil Nadu","Purchase of furniture and fixtures for educational purposes","WS/MP18267/2026-2027/303822","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","GOPINATH K (2024-2029)","Elected MP","17-Aug-2026","R K AGENCIES","Payment Success","594000"
"2912","Tamil Nadu","Purchase of furniture and fixtures for educational purposes","WS/MP18267/2026-2027/303823","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","GOPINATH K (2024-2029)","Elected MP","17-Aug-2026","R K AGENCIES","Payment Success","594000"
"2913","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18155/2025-2026/243490","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","15-Aug-2026","Lahori Ram","Payment Success","31000"
"2914","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18155/2025-2026/243490","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","15-Aug-2026","Lahori Ram","Payment Success","31000"
"2915","Tamil Nadu","Setting up of community effluent treatment plants","WS/MP18186/2026-2027/299514","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil (2024-2029)","Elected MP","12-Aug-2026","NANDAKUMAR V","Payment Success","498401"
"2916","Punjab","Street lights","WS/MP716/2025-2026/189734","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","17-Aug-2026","MS RAJ ELECTRIC STORE","Payment Success","34915"
"2917","Punjab","Street lights","WS/MP716/2025-2026/189734","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","17-Aug-2026","Jatinder Singh","Payment Success","14290"
"2918","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226780","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","12-Aug-2026","GURMEL SINGH","Payment Success","98064"
"2919","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226780","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal (2024-2029)","Elected MP","12-Aug-2026","GURMEL SINGH","Payment Success","85352"
"2920","Punjab","Construction of community centers and community halls","WS/MP18314/2025-2026/219729","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER (2024-2029)","Elected MP","13-Aug-2026","Sangrur Tiles","Payment Success","68400"
"2921","Punjab","Construction of community centers and community halls","WS/MP18314/2025-2026/219729","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER (2024-2029)","Elected MP","13-Aug-2026","Sangrur Tiles","Payment Success","68400"
"2922","Jammu And Kashmir","Installing hand pumps","WS/MP600/2025-2026/237304","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh (2024-2029)","Elected MP","10-Aug-2026","Shiv Driller and Allied Traders","Payment Success","389476"
"2923","Jammu And Kashmir","Installing hand pumps","WS/MP600/2025-2026/236917","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh (2024-2029)","Elected MP","10-Aug-2026","Shiv Driller and Allied Traders","Payment Success","458033"
"2924","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18314/2025-2026/235956","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER (2024-2029)","Elected MP","13-Aug-2026","KARMJIT SINGH","Payment Success","30000"
"2925","Odisha","Construction of community centers and community halls","WS/MP18350/2025-2026/179029","Kandhamala(DISTRICT COLLECTOR KANDHAMAL_IDA)","SUKANTA KUMAR PANIGRAHI (2024-2029)","Elected MP","12-Aug-2026","DIBAKAR BEHERA","Payment Success","500000"
"2926","Madhya Pradesh","Construction of community centers and community halls","WS/MP653/2026-2027/289947","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Mahendra Singh Solanky (2024-2029)","Elected MP","10-Aug-2026","GP SHEKUKHEDA JAWAR","Payment Success","200000"
"2927","Odisha","Construction of boundary walls of existing public and community buildings","WS/MP18350/2025-2026/181381","Kandhamala(DISTRICT COLLECTOR KANDHAMAL_IDA)","SUKANTA KUMAR PANIGRAHI (2024-2029)","Elected MP","12-Aug-2026","SRI LAXMI BHANDAR","Payment Success","300000"
"2928","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18264/2025-2026/160590","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","ADV K FRANCIS GEORGE (2024-2029)","Elected MP","10-Aug-2026","George Joseph","Payment Success","294725"
"2929","Maharashtra","Construction of public toilets and bathrooms","WS/MP18361/2025-2026/219015","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","SANJAY DINA PATIL (2024-2029)","Elected MP","07-Aug-2026","anurag urban tecinfra pvt ltd","Payment Success","1798634"
"2930","Bihar","Purchase of furniture and fixtures for educational purposes","WS/MP18367/2026-2027/268504","SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA)","LOVELY ANAND (2024-2029)","Elected MP","19-Aug-2026","ABHISHEK KUMAR SINGH","Payment Success","4368000"
"2931","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18158/2025-2026/226751","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","11-Aug-2026","sagar general store","Payment Success","40230"
"2932","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18238/2025-2026/214942","DEORIA(DISTRICT MAGISTRATE DEORIA)","RAMASHANKAR RAJBHAR (2024-2029)","Elected MP","10-Aug-2026","DUBEY CONSTRUCTION PRO SANTOSH KUMAR DUBEY","Payment Success","224818"
"2933","Tripura","Construction of buildings for sports facilities","WS/MP18197/2025-2026/177536","Sepahijala(DISTRICT MAGISTRATE and COLLECTOR SIPAHIJALA_IDA)","BIPLAB KUMAR DEB (2024-2029)","Elected MP","17-Aug-2026","RAJESH GHOSH","Payment Success","719965"
"2934","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18180/2026-2027/204510","TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA)","ARUN NEHRU (2024-2029)","Elected MP","10-Aug-2026","VEERAMANI S","Payment Success","999011"
"2935","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP413/2025-2026/249799","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Alok Kumar Suman (2024-2029)","Elected MP","08-Aug-2026","ADVIK ENTERPRISES PRO RAHUL PRATAP","Payment Success","1497134"
"2936","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18158/2025-2026/231540","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","13-Aug-2026","UPPAL BUILDING MATERIAL","Payment Success","236183"
"2937","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18158/2025-2026/231540","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","13-Aug-2026","PANKAJ ELECTRICALS","Payment Success","29965"
"2938","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18264/2025-2026/206991","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","ADV K FRANCIS GEORGE (2024-2029)","Elected MP","07-Aug-2026","ANIL KURIAKOSE","Payment Success","274201"
"2939","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18264/2025-2026/206993","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","ADV K FRANCIS GEORGE (2024-2029)","Elected MP","10-Aug-2026","ANIL KURIAKOSE","Payment Success","274260"
"2940","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP344/2025-2026/180591","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Shri M K Raghavan (2024-2029)","Elected MP","14-Aug-2026","RAJAN N","Payment Success","531376"
"2941","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18080/2026-2027/276343","Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA)","SUNIL BOSE (2024-2029)","Elected MP","07-Aug-2026","PRASHANT K M","Payment Success","492252"
"2942","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18394/2025-2026/259832","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","V S Matheswaran (2024-2029)","Elected MP","18-Aug-2026","P Prakash","Payment Success","649675"
"2943","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP761/2026-2027/221184","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Arvind Dharmapuri (2024-2029)","Elected MP","19-Aug-2026","Adepu Narsaiah","Payment Success","268220"
"2944","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP568/2026-2027/299291","BEMETARA(Collector Bemetara_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","SARPANCH GRAM PANCHAYAT REVE","Payment Success","260000"
"2945","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP568/2026-2027/300853","BEMETARA(Collector Bemetara_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","SARPANCH GRAM PANCHAYAT REVE","Payment Success","400000"
"2946","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP568/2026-2027/288941","BEMETARA(Collector Bemetara_IDA)","Vijay Baghel (2024-2029)","Elected MP","18-Aug-2026","SARPANCH GRAM PANCHAYAT DANGANIYA B","Payment Success","260000"
"2947","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18314/2025-2026/219709","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER (2024-2029)","Elected MP","07-Aug-2026","VARDHAN ENTERPRISE","Payment Success","32000"
"2948","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP380/2025-2026/205836","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","Shri Amar Singh (2024-2029)","Elected MP","07-Aug-2026","VARDHAN ENTERPRISE","Payment Success","32000"
"2949","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP380/2025-2026/205836","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","Shri Amar Singh (2024-2029)","Elected MP","07-Aug-2026","VARDHAN ENTERPRISE","Payment Success","32000"
"2950","Assam","Construction of community centers and community halls","WS/MP18029/2026-2027/280746","Biswanath(Deputy Commissioner Biswanath_IDA)","RANJIT DUTTA (2024-2029)","Elected MP","07-Aug-2026","Hemanta Bhattarai","Payment Success","272295"
"2951","Tamil Nadu","Construction of buildings for community cultural activities","WS/MP394/2026-2027/230776","KANNIYAKUMARI(DISTRICT COLLECTOR KANNIYAKUMARI_IDA)","Shri vijayakumar Vasanth (2024-2029)","Elected MP","07-Aug-2026","Xavier Prabhu","Payment Success","1485403"
"2952","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP18049/2025-2026/152172","BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA)","TOKHAN SAHU (2024-2029)","Elected MP","11-Aug-2026","New Ramesh Fabrication","Payment Success","1600000"
"2953","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/177240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","jagdish singh","Payment Success","10980"
"2954","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/177239","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","jagdish singh","Payment Success","12444"
"2955","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/262400","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","11-Aug-2026","GANGA ARYA","Payment Success","16836"
"2956","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/262610","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","PRATIMA GAUNIYA","Payment Success","2928"
"2957","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/262610","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","PAN SINGH MEWARI","Payment Success","4545"
"2958","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/262610","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","YASH GAUNIYA","Payment Success","3294"
"2959","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18314/2025-2026/225628","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER (2024-2029)","Elected MP","07-Aug-2026","jai baba maya giri ji interlock tiles","Payment Success","40169"
"2960","Tamil Nadu","Construction of buildings for multi-gym","WS/MP18186/2026-2027/212317","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil (2024-2029)","Elected MP","07-Aug-2026","RLatha","Payment Success","1999836"
"2961","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18054/2025-2026/247076","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","HARIBHAI PATEL (2024-2029)","Elected MP","18-Aug-2026","SARPANCHSHRI UNAVA GRAM PANCHAYAT","Payment Success","250000"
"2962","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18058/2025-2026/254310","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","DR. HEMANG JOSHI (2024-2029)","Elected MP","11-Aug-2026","Ankaliya Gram Panchayat","Payment Success","500000"
"2963","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP579/2026-2027/271415","ANAND(District Collector ANAND_IDA)","Mitesh Rameshbhai Bakabhai Patel (2024-2029)","Elected MP","10-Aug-2026","GRAM PANCHAYAT AJARPURA","Payment Success","489983"
"2964","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18345/2026-2027/257822","KANNAUJ(DISTRICT MAGISTRATE KANNAUJ_IDA)","AKHILESH YADAV (2024-2029)","Elected MP","07-Aug-2026","NewDabbu Traders","Payment Success","175000"
"2965","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18194/2026-2027/228628","SANGAREDDY(District Collector Sangareddy_IDA)","SURESH KUMAR SHETKAR (2024-2029)","Elected MP","11-Aug-2026","BIRADAR SIDDAPPA","Payment Success","498674"
